,Electricity Price,Wind Power,Solar Power,HPP Power,Curtailed Power,Battery SOC,Battery Power
8348,79.206,99.12853731831376,0.0,94.77755834804545,0.0,23.571428571428548,-4.350978970268314
8349,74.237,91.40746918789323,0.0,87.05649021762491,0.0,27.857142857142826,-4.350978970268313
8350,74.176,95.73130869433567,0.0,91.38032972406735,0.0,32.14285714285711,-4.350978970268313
8351,74.176,85.15399433344047,0.0,80.80301536317215,0.0,36.428571428571395,-4.350978970268313
8352,45.261,85.18990731657584,0.0,80.83892834630753,0.0,40.71428571428568,-4.350978970268313
8353,43.732,89.1760436268856,0.0,84.82506465661729,0.0,44.99999999999997,-4.350978970268313
8354,39.68,97.08451478924732,0.0,92.733535818979,0.0,49.28571428571426,-4.350978970268313
8355,39.575,99.39195833502207,0.0,95.04097936475375,0.0,53.571428571428555,-4.350978970268313
8356,39.68,109.36226861724734,0.0,105.01128964697902,0.0,57.85714285714285,-4.3509789702683115
8357,41.575,128.37793744235114,0.0,124.02695847208282,0.0,62.14285714285714,-4.3509789702683115
8358,44.145,153.33681916273088,0.0,148.98584019246258,0.0,66.42857142857143,-4.350978970268308
8359,48.737,164.53900477074214,0.0,160.18802580047384,0.0,70.71428571428571,-4.350978970268308
8360,46.918,167.53211989408913,0.0,166.19629301725237,0.0,75.0,-1.3358268768367623
8361,45.346,202.01027211271267,0.2799155688931679,200.95436080476907,0.0,76.3157894736842,-1.3358268768367623
8362,42.288,236.39284457080603,3.2160994017769817,238.27311709574624,0.0,77.63157894736841,-1.3358268768367587
8363,39.313,235.49704835908707,6.160204575434071,240.3214260576844,0.0,78.94736842105262,-1.3358268768367587
8364,38.883,240.62199180399196,12.71573386973146,252.00189879688665,0.0,80.26315789473682,-1.3358268768367552
8365,38.883,239.92828064325778,14.224392929545415,252.81684669596643,0.0,81.57894736842103,-1.335826876836757
8366,39.651,260.8871620642345,27.489407737008882,287.04074292440663,0.0,82.89473684210523,-1.335826876836757
8367,39.915,278.2806676913003,0.0,276.9448408144636,0.0,84.21052631578944,-1.335826876836757
8368,39.733,294.76241268845644,0.0,293.4265858116197,0.0,85.52631578947364,-1.335826876836757
8369,39.688,303.60510168066213,0.0,300.0,2.269274803825372,86.84210526315786,-1.3358268768367587
8370,38.04,307.54276184551236,0.0,300.0,6.2069349686756,88.15789473684208,-1.3358268768367596
8371,36.985,332.31372314382645,0.0,300.0,30.977896266989692,89.4736842105263,-1.3358268768367596
8372,36.288,341.8527729764306,0.0,300.0,40.51694609959381,90.78947368421052,-1.3358268768367596
8373,36.288,344.82142959184387,0.0,300.0,43.485602715007104,92.10526315789473,-1.3358268768367596
8374,36.288,346.69655867486244,0.0,300.0,45.36073179802568,93.42105263157893,-1.3358268768367596
8375,36.288,347.2099110398517,0.0,300.0,45.87408416301494,94.73684210526314,-1.3358268768367596
8376,33.616,344.5467665873803,0.0,300.0,43.210939710543556,96.05263157894734,-1.3358268768367587
8377,33.616,337.50160350995407,0.0,300.0,36.165776633117304,97.36842105263155,-1.3358268768367587
8378,33.616,318.86621961358463,0.0,300.0,17.530392736747874,98.68421052631575,-1.3358268768367596
8379,33.616,274.85175172424806,0.0,273.5159248474113,0.0,99.99999999999997,-1.33582687683676
8380,33.616,228.77071130481946,0.0,227.4348844279827,0.0,101.31578947368419,-1.335826876836761
8381,33.616,192.07878226401414,0.0,190.74295538717737,0.0,102.63157894736841,-1.3358268768367614
8382,33.709,172.4871149441739,0.0,171.15128806733713,0.0,103.94736842105263,-1.3358268768367618
8383,34.934,175.96974298044438,0.0,174.63391610360762,0.0,105.26315789473684,-1.3358268768367618
8384,34.934,175.5311010250338,0.0,174.19527414819703,0.0,106.57894736842104,-1.335826876836761
8385,34.375,167.361247069279,0.0,166.02542019244223,0.0,107.89473684210525,-1.335826876836761
8386,34.048,150.23954157919357,2.9581697966436113,151.8618844990004,0.0,109.21052631578945,-1.3358268768367614
8387,33.969,135.25046621241754,6.912255609602434,140.8268949451832,0.0,110.52631578947364,-1.335826876836761
8388,33.969,126.92461113144239,12.383238328526817,137.97202258313246,0.0,111.84210526315786,-1.3358268768367614
8389,33.969,124.18452721327142,11.495823243026162,134.34452357946083,0.0,113.15789473684207,-1.3358268768367618
8390,34.482,119.0312962182774,30.834609393240676,148.53007873468133,0.0,114.47368421052627,-1.3358268768367614
8391,35.397,122.85772972205343,0.0,121.52190284521667,0.0,115.78947368421046,-1.3358268768367614
8392,41.47,127.87801473419499,0.0,126.54218785735823,0.0,117.10526315789468,-1.3358268768367614
8393,48.451,139.0835899435841,0.0,137.74776306674732,0.0,118.42105263157889,-1.3358268768367614
8394,47.925,135.99105828949607,0.0,134.6552314126593,0.0,119.7368421052631,-1.335826876836761
8395,42.699,128.32482093513477,0.0,126.988994058298,0.0,121.05263157894728,-1.3358268768367614
8396,38.543,128.29163005354704,0.0,126.95580317671028,0.0,122.36842105263152,-1.3358268768367618
8397,37.563,137.44870755872492,0.0,136.11288068188816,0.0,123.68421052631572,-1.3358268768367618
8398,35.633,144.84408237322012,0.0,143.50825549638336,0.0,124.99999999999994,-1.335826876836762
8399,34.763,123.54222076978584,0.0,122.20639389294908,0.0,126.31578947368416,-1.3358268768367623
8400,39.023,107.18724623302184,0.0,105.85141935618508,0.0,127.63157894736838,-1.3358268768367625
8401,39.023,98.78010810833227,0.0,97.44428123149551,0.0,128.9473684210526,-1.335826876836763
8402,39.023,89.9580325173274,0.0,88.62220564049063,0.0,130.26315789473682,-1.3358268768367632
8403,39.023,83.10446011385407,0.0,81.76863323701731,0.0,131.57894736842104,-1.3358268768367632
8404,39.023,68.89059041890187,0.0,67.5547635420651,0.0,132.89473684210526,-1.335826876836763
8405,39.023,59.21072722764413,0.0,57.874900350807366,0.0,134.21052631578945,-1.3358268768367627
